RS;archive/general area;detail in general;loc;pt;depth;script;genre;date;scribe;origin;bibliography;museal sig;col
17.062+17.237;Royal Palace;Southern archive;V|68;1020|764;1.00|0.35;s-ak;T;M-2;;h;P4,65;D 4629|D 4544;
17.457+17.235+17.379+17.335+17.381;Royal Palace;Southern archive;V|68;1212|1162|792|1191;0.60|2.50|3.40|1.60;s-ak;T;M-2;;h;P4,71;D 4627;
17.347+17.330+17.446+347;Royal Palace;Southern archive;V|dump|68;790|1178|Arch.;C.|2.10|0.45;s-ak;T;S-l N-2;;h;P4,40;D 4672|D 4686;
17.365+18.006;Royal Palace;;V|PC/PS;1253|1206;0.90|1.55;s-ak;JI;Sgm;;h;P4,137;D 4703|D 4758;
7.151;Lower City;;VB;;;h-eg;scarab;;;;;AO 20.078;
7.197;Lower City;;VB;;2.05;h-eg;seal;;;;;M 8371;
8.005;Lower City;;VB;;1.20;a-;seal;;;;;AO 19.170;
8.203;Lower City;;VB;;1.05;a-ug;Sch;;;u;5.3;A 2829;
8.206;Lower City;;VB;;1.30;h-hi;;;;;[TEO 1,45];;
8.213;Lower City;;VB;;1.65;a-ug;E;;;u;4.37;A 2825;
8.227;Lower City;;VB;;1.80;s-ak;E;;;u;;AO 19.958;*
8.244;Lower City;;VB;;1.55;h-eg;wgt;;;;S18,148;AO 19.092;
8.277;Lower City;;VB;;1.25;a-ug;E;;;u;4.39;AO 19.983 = BM L85;
8.279;Lower City;;VB;;1.35;;;;;;;;
8.280;Lower City;;VB;;1.90;a-ug;E;;;u;4.41;AO 19.967;
8.301;Lower City;;VB;;2.45;a-ug;E;;;u;4.42;A 2827;
8.303=8.208bis;Lower City;;VB;;2.55;s-ak;J;;;u;SI 8,248;A 2731;
8.315;Lower City;;VB;;0.50;a-ug;Le;;;;2.11;AO 19.940;
8.333;Lower City;;VB;;1.90;s-ak;LeI;A-(2];;k;P3,7;AO 19.955;*
8.346;Lower City;;VB;;2.75;s-ak;seal;;;;318,155;AO 19.217;
9.145;Lower City;;VB;;0.65;h-eg?;sca;;;;?;M 5834;
9.164;Lower City;;VB;;2.15;h-eg;sca;;;;;AO 19.297;
10.145;Lower City;;VB;2166;4.00;h-eg;scarab;;;;;;
14.242;Lower City;;VB;109;1.20;s-;pen;;;;;D 3739;
14.248;Lower City;;VB;115;1.50;h-eg;scarab;Am-3;;e;S28,20;;
8.207;Lower City;;VB (near T.VII);;;s-ak;J;;W;u;P3,34;AO 19.957;*
9.710A;Lower City;;VB,T.LVI;;;h-eg;sca;;;e;S19,fl4;AO 19.307;
9.871;Lower City;;VB,T.LVII;;;h-eg;sca;;;e;S19,fl4;AO 19.312;
15.086;Royal Palace;Central archive;VI;174;1.00;s-ak;J;A-2;;u;P3,51;D 3959;*
15.089;Royal Palace;Central archive;VI;174;1.00;s-ak;J;N-2;;u;P3,53;D 3962;
15.091;Royal Palace;Central archive;VI;194;1.00;s-ak;J;Ah;;u;P3,75;D 3964;
15.092;Royal Palace;Central archive;VI;194;1.00;s-ak;J;N-2;;u;P3,54;D 3965;
15.111;Royal Palace;Central archive;VI;174;1.00;a-ug;J;A-2;49;u;3.2;D 3981;
15.118;Royal Palace;Central archive;VI;180;1.35;s-ak;J;A-2;48;u;P3,131;D 3987;
15.119;Royal Palace;Central archive;VI;174;1.00;s-ak;J;Np;27;u;P3,86;D 3988;
15.120;Royal Palace;Central archive;VI;174;;s-ak;J;N-2;;u;P3,56;D 3989;*
15.121;Royal Palace;Central archive;VI;174;;;;;;;ftg.;;
15.122;Royal Palace;Central archive;VI;174;;s-ak;J;A-2;;u;P3,131;D 3990;*
15.136;Royal Palace;Central archive;VI;187;1.50;s-ak;J;A-2;42;u;P3,121;D 4003;
15.145;Royal Palace;Central archive;VI;196;1.60;s-ak;J;A-2;29;u;P3,122;D 4010;*
15.162;Royal Palace;Central archive;VI;174;1.00;a-ug?;tag;;;;8.9;D 4022;
15.190;Royal Palace;Central archive;VI;174;1.00;s-ak;J;A-2;29;u;P3,137;D 4039;*
16.086+16.172;Royal Palace;Central archive;VI;ib.|265;0.80;s-ak;J;[A-2] 29|A-2;29;u;P3,147|P3,137;D 4232|D 4279;
16.132;Royal Palace;Central archive;VI;432;0.55;s-ak;J;A-2;;u;P3,140;D 4247;**
16.133;Royal Palace;Central archive;VI;432;;s-ak;J;N-2;38;u;P3,59;D 4248;*
16.134;Royal Palace;Central archive;VI;432;;s-ak;J;A-2;;u;P3,141;D 4249;
16.135;Royal Palace;Central archive;VI;432;;s-ak;J;Np;;u;P3,89;D 4250;
16.167;Royal Palace;Central archive;VI;432;0.55;s-ak;J;N-2;;u;P3,62;D 4276;
16.170;Royal Palace;Central archive;VI;441;0.60;s-ak;JI;Np;;u;P3,91;D 4277;
16.171;Royal Palace;Central archive;VI;432;0.60;s-ak;J;A-2;;u;P3.147;D 4278;
16.173;Royal Palace;Central archive;VI;440;0.65;s-ak;J;;;u;P3,171;D 4280;
16.175;Royal Palace;Central archive;VI;438;0.70;s-ak;J;;;u;P3,172;D 4282;
16.185;Royal Palace;Central archive;VI;432;0.55;s-ak;J?;;;u;P3,213;D -;
16.193;Royal Palace;Central archive;VI;432;0.55;a-ug;E;;;u;4.222;D 4299;
16.194;Royal Palace;Central archive;VI;432;;a-ug;E;;;u;4.223;D 4300;*
16.195;Royal Palace;Central archive;VI;432;;a-ug;E;;;u;4.224;D 4301;
16.196;Royal Palace;Central archive;VI;432;;a-ug;Le;;;;2.25;D 4302;
16.256;Royal Palace;Central archive;VI;479;1.53;s-ak;J;A-2;;u;P3,159;D 4333;
16.267;Royal Palace;Central archive;VI;445;0.78;s-ak;J;A-2;;u;P3,110;D 4341;
16.269;Royal Palace;Central archive;VI;445;0.78;s-ak;J;N-;;u;P3,68;D 4343;*
16.273;Royal Palace;Central archive;VI;541;2.75;s-ak;JI;;;;P3,44;D 4346;
16.275;Royal Palace;Central archive;VI;445;0.78;s-ak;J;N-[2];;u;P3,5O;D 4348;*
16.276;Royal Palace;Central archive;VI;445;;s-ak;J;N-2;;u;P3,69;D 4349;
16.277;Royal Palace;Central archive;VI;450;0.70;s-ak;J;N-2;;u;P3,50;D 4350;
16.278;Royal Palace;Central archive;VI;449;0.70;s-ak;J;Ah;;u;P3,77;D 4351;
16.282A+16.282B;Royal Palace;Central archive;VI;450|445;0.78|0.70;s-ak;J;A-2;48;u;P3,160;D 4354;
16.283;Royal Palace;Central archive;VI;445;0.78;s-ak;J;;38;u;P3,74;D 4355;
16.284;Royal Palace;Central archive;VI;450;0.70;s-ak;J;;27;u;P3,99;D 4356;
16.285;Royal Palace;Central archive;VI;445;0.60;s-ak;J;Np;20;u;P3,1O6;D 4357;
16.288;Royal Palace;Central archive;VI;528;3.50;a-ug;E;;;u;4.228;D 4360;
16.311;Royal Palace;Central archive;VI;438;2.00;s-ak;J?;;;u;P3,175;D -;
16.348;Royal Palace;Central archive;VI;461;0.95;s-ak;J;A-2;2;u;P3,162;D 4372;
16.353;Royal Palace;Central archive;VI;202;2.50;s-ak;J;A-2;24;u;P3,113;D 4373;
16.356;Royal Palace;Central archive;VI;445;0.60;s-ak;J;N-2;;u;P3,71;D 4376;
16.369;Royal Palace;Central archive;VI;497;2.30;a-ug;E;;;u;4.235;D 4383;
16.369[A]+16.369[B]+16.369[C]+16.369[D]+16.369[E]+16.369[F]+16.369[G]+16.369[H];Royal Palace;Central archive;VI;497;;;;;;;frgs.;D -;
16.371;Royal Palace;Central archive;VI;477;1.0;s-ak;J;N-2;;u;P3,72;D 4384;
16.372;Royal Palace;Central archive;VI;445;0.78;a-ug;E;;;u;4.236;D -;
16.386;Royal Palace;Central archive;VI;491;1.30;s-ak;J;A-2;29;u;P3,165;D 4392;*
17.074;Royal Palace;Central archive;VI;776;3.80;a-ug;E;;;u;4.266;D 4555;
17.322;Royal Palace;Central archive;VI;895;1.30;s-ak;J;;;u;P6,n47;D 4665;**
17.333;Royal Palace;Central archive;VI;891;0.90;s-ak;E;;;u;P6,n59;D 4675;
18.053;Royal Palace;Central archive;VI;1414;2.75;s-ak;J;Np;;u;P6,n24;D 4796;
18.055;Royal Palace;Central archive;VI;1408;2.00;a-ug;E;;;u;4.363;D 4798;
18.108;Royal Palace;Central archive;VI;1483;1.35;a-ug;E;;;u;4.383;D 4826;
18.534;Royal Palace;Central archive;VI;dump;;s-ak;J;;;u;frg.;D-;
25.190;Royal Palace;Central archive;VI;;;;scarab;;;;;D 2952;
16.296A+16.296B+16.296C+15.109;Royal Palace;Central archive;VI|IV/VI|30;444|445|392|94;0.78|0.68|0.80?|0.10;s-ak;J;A-2;;u;P3,102;D 4367;*
11.716;Royal Palace;Western archive;WE;2394B;1.00;a-ug;E;;;u;4.68 U5,684;AO 19.941;
11.721;Royal Palace;Western archive;WE;2394B;1.20;"a-ug;s-ak";E;;;u;4.71;A 2821;
11.730;Royal Palace;Western archive;WE;2406;2.30;s-ak;LeI;;;b;P3,12;A 2794;
11.802+11.772+11.782+11.780;Royal Palace;Western archive;WE;ib.|2412;0.85;a-ug;JI;N-2;;u;3.1;A 2820;
11.857;Royal Palace;Western archive;WE;2450;2.30;"a-ug;s-ak";E;;;u;4.102;A 2795;
11.858;Royal Palace;Western archive;WE;2447;2.25;a-ug;E;;;u;4.103;A 2782;
11.860;Royal Palace;Western archive;WE;2447;;a-;;;;;7.62;A 2803;
11.861;Royal Palace;Western archive;WE;2447;;;;;;;frg.;;
27.212;House of Yabninu;;230 (PS);;1.50;mark;po;;;;;;
27.213;House of Yabninu;;229 (PS);4567 (floor);;mark;po;;;;;;
19.124;House of Yabninu;;225;1653;0.80;s-ak;E;;;u;P6,nl67 U4,144;D 5100;
27.237;House of Yabninu;;221, 217(PS);4561;;s-cy;PO;;;;;;
27.236;House of Yabninu;;219W (PS);4522;1.50?;a-(a);po;;;;;;
27.238;House of Yabninu;;219 (PS);4522;1.50;s-cy;PO;;;;;;
11.872;Royal Palace;Western archive;WE;;;a-ug;Le;;;;2.13;A 2807;
12.001;Royal Palace;Western archive;WE;1;0.75;a-ug;E;;;u;4.106;D 3672;
12.002;Royal Palace;Western archive;WE;2;1.50;a-ug;E;;;u;4.107;D 3673;
12.004;Royal Palace;Western archive;WE;2;1.50;a-ug;E;;;u;4.109;D 3675;
19.063+27.051;House of Yabninu;;208|PS;4469|1661;0.20|1.50;s-ak;JI;In;;k;P6ji35;D 6794|D 5049;
19.004;House of Yabninu;;204(floor);1647;2.30;s-ak;E;;;u;P6,nl24;D 4991;
19.007;House of Yabninu;;204;1647;2.30;s-ak;E;;;u;P6,nl55;D 4994;
19.010;House of Yabninu;;204;1647;2.30;s-ak;E;;;u;P6,nl25;D 4997;*
19.011;House of Yabninu;;204;1647;2.30;a-ug;Le;;;;2.61 A6,90 A7,62 U4,137;D 4998;
19.019A;House of Yabninu;;204;1647;2.30;s-ak;E;;;u;P6,nl34;D 5006;**
19.019[B];House of Yabninu;;204;1647;;a-ug;E;;;u;4.614;D -;
19.020;House of Yabninu;;204;1647;;s-ak;E;;;u;P6,nl56;D 5007;
19.025;House of Yabninu;;204;1647;2.30;s-ak;E;;;u;P6,nl07;D 5012;
19.026;House of Yabninu;;204;1647;;s-ak;E;;;u;P6J1U3;D 5013;
19.027;House of Yabninu;;204;1647;;s-ak;E;;;u;P6,nl37;D 5014;
19.028;House of Yabninu;;204;1647;2.30;s-ak;E;;;u;P6,nl26;D 5015;
19.031;House of Yabninu;;204;1647;2.30;a-ug;Sch;;;u;5.12;D 5018;
19.032;House of Yabninu;;204;1647;;s-ak;E;;;u;P6,n77;D 5019;**
19.033;House of Yabninu;;204;1642;2.30;s-ak;J;;;u;P6,n54;D 5020;
19.034;House of Yabninu;;204;1623;2.30;s-ak;E;;;u;P6,nl70;D 5021;
19.041;House of Yabninu;;204;1647;2.30;s-ak;E;;;u;P6,n78 A7,63 U4,140 fl05;D 5028;
19.042;House of Yabninu;;204;1647;;s-ak;E;;;u;P6,n79 A7,64 U4,141;D 5029;
19.044;House of Yabninu;;204;1647;2.30;a-ug;E;;;u;4.617 U4.138;D 5031;
19.053;House of Yabninu;;204;1643;2.30;s-ak;Le;;;;P6,nl8 A7,63 U4,139,fl03;D 5040;
19.065;House of Yabninu;;204;1614;2.55;s-ak;E;;;u;P6,n72;D 5051;
19.071;House of Yabninu;;204;1623;2.30;s-ak;E;;;u;P6,114;D 5056;
19.074;House of Yabninu;;204;1619;1.25;s-ak;E;;;u;P6,n95;D 5059;**
19.075;House of Yabninu;;204;1631;0.90;s-ak;tag;;;u;P4,292;D 5148;
19.077;House of Yabninu;;204;1647;2.30;s-ak;E;;;u;P6,nl46;D 5060;**
19.079;House of Yabninu;;204;1636+1623;2.30;s-ak;E;;;u;P6,n85;D -;
19.093;House of Yabninu;;204;1647;2.30;s-ak;E;;;u;P6,nl65;D 5074;
19.110;House of Yabninu;;204;1617;2.65;s-ak;E;;;u;P6,n89;D -;**
19.114;House of Yabninu;;204;1631;0.90;s-ak;E;;;;P6,n90;D 5090;
19.116;House of Yabninu;;204;1643;2.30;s-ak;E;;;u;P6,nl20;D 5092;**
19.117;House of Yabninu;;204;1638;1.60;s-ak;E;;;u;P6,nl05 U4,142,144;D 5093;
19.125;House of Yabninu;;204;1647;2.30;s-ak;E;;;u;P6,nl90;D 5101;
19.126;House of Yabninu;;204;1647;;a-ug;E;;;u;4.647;D 5102;
19.127;House of Yabninu;;204;1647;;s-ak;E;;;u;P6,nl47 U4,143 fl09;D 5103;
19.158A;House of Yabninu;;204;1647;2.30;a-ug;E;;;u;4.655;D -;
19.158B;House of Yabninu;;204;1647;;a-ug;Le;;;;2.65;D -;
19.158[C]+19.158[D]+19.158[E]+19.158[F]+19.158[G]+19.158[H]+19.158[I]+19.158[J]+19.158[K]+19.158[L]+19.158[M]+19.158[N];House of Yabninu;;204;1647;;a-;;;;;frgs.;D -;
19.001;House of Yabninu;;203;1675;2.30;s-cy;;;;;U4,131 flOO A7,6O U3,231 247-;D 4988;
19.002;House of Yabninu;;203;1670+1677;2.15, 2.30;s-cy;;;;;ib., TEO l,f31c;D 4989;
19.005;House of Yabninu;;203;1635;2.30;s-ak;E;;;u;P6,nl54;D 4992;
19.008;House of Yabninu;;203;1635;2.30;s-ak;E;;;u;P6,nl45;D 4995;
19.012;House of Yabninu;;203;1635;2.30;s-ak;E;;;u;P6,102 U4.129 f93;D 4999;**
19.024;House of Yabninu;;203;1635;2.30;s-ak;E;;;u;P6,nl58;D 5011;
19.036;House of Yabninu;;203;1635;2.30;s-ak;E;;;u;P6,nl62;D 5023;
19.038;House of Yabninu;;203;1578;1.65;s-ak;E;;;u;P6,nl44;D 5025;
19.043;House of Yabninu;;203;1635;2.30;s-ak;E;;;u;P6,nl04 U4,129 f94;D 5030;
19.046;House of Yabninu;;203;1693;2.30;s-ak;E;;;u;P6,nl38 U4,131 f99;D 5033;**
19.047;House of Yabninu;;203;1693;;a-ug;E;;;u;4.619 A7,59 U4,129;D 5034;
19.057;House of Yabninu;;203;1635;2.30;s-ak;E;;;u;P6,nl27;D 5044;*
19.082;House of Yabninu;;203;1672;2.30;s-ak;E;;;u;P6,n86;D 5064;**
19.083;House of Yabninu;;203;1656;2.50;s-ak;E;;;u;P6,108;D 5065;
19.084[A]+19.084[B]+19.084[C]+19.084[D];House of Yabninu;;203;1635;2.30;;;;;;frgs.;D -;
19.086A;House of Yabninu;;203;1635;2.30;a-ug;E;;;u;4.633;D 5068 [A];
19.086B;House of Yabninu;;203;1635;;a-ug;E;;;u;4.634;D 5068[B];
19.087;House of Yabninu;;203;1635;;s-ak?;;;;;;D -;
19.088;House of Yabninu;;203;1635;;s-ak;E;;;u;Pó^illO;D 5069;
19.089;House of Yabninu;;203;1635;;s-ak;E;;;u;P6,n87;D 5070;
19.090;House of Yabninu;;203;1635;;s-ak;E;;;u;P6,nl64;D 5071;**
19.091;House of Yabninu;;203;1675;2.30;s-ak;E;;;u;P6,n96;D 5072;
19.092;House of Yabninu;;203;1635;2.30;s-ak;E;;;u;P6,nl40;D 5073;
19.094;House of Yabninu;;203;1585;1.30;s-ak;E;;;u;P6,n88;D 5075;
19.099;House of Yabninu;;203;1635;2.30;s-ak;E;;;u;P6,nl66;D 5079;**
19.102;House of Yabninu;;203;1678;2.30;a-ug;Le;;;;2.64 A6,90 U4,129;D 5081;
19.104;House of Yabninu;;203;1678;2.30;s-ak;E;;;u;P6,nl28 U4,131;D 5083;**
19.105;House of Yabninu;;203;1635;2.30;a-ug;E;;;u;4.643 A7,59 U4,129;D 5084;
19.107;House of Yabninu;;203;1595;2.55;s-ak;E;;;u;P6,n73;D 5086;
19.111;House of Yabninu;;203;1674;2.30;s-ak;E;;;u;P6,n80;D 5088;**
19.112;House of Yabninu;;203;1678;2.30;s-ak;E;;;u;P6,nl41 U4,129 f97;D 5089;
19.113;House of Yabninu;;203;1678;;s-ak;tag;;;u?;P6,nl71;D 5151;
19.118;House of Yabninu;;203;dump;;s-ak;E;;;u;P6,n97;D 5094;
19.119;House of Yabninu;;203;1644;2.30;s-ak;E;;;u;P6,nl06;D 5095;
19.120;House of Yabninu;;203;1672;2.30;s-ak;E;;;u;P6,n74;D 5096;
19.121;House of Yabninu;;203;1595;2.55;s-ak;E;;;u;P6,n75 U4,135 fl02;D 5097;
19.129;House of Yabninu;;203;1635;2.30;s-ak;E;;;u;P6,nlll U4,129;D 5105;**
19.130;House of Yabninu;;203;1635;;s-ak;E;;;u;P6»nl01 U4,129;D 5106;**
19.131;House of Yabninu;;203;1635;;s-ak;E;;;u;P6,nl09 U4.129;D 5107;**
19.132;House of Yabninu;;203;1635;;s-ak;E;;;u;P6,n91;D 5108;
19.133A;House of Yabninu;;203;1635;;s-ak;E;;;u;P6,nl29 U4.131;D 5109[A];
19.133B;House of Yabninu;;203;1635;;s-ak;E;;;u;P6,nl91;D 5109[B];
19.134;House of Yabninu;;203;1635;;s-ak?;E?;;;;;;
19.135;House of Yabninu;;203;1635;;s-ak;E;;;u;P6,nl42;D 5110;*
19.136;House of Yabninu;;203;1635;;"a-ug;s-ak";E;;;u;4.648;D 5111;
19.137;House of Yabninu;;203;1635;;;tag;;;;frg.;D -;
19.138;House of Yabninu;;203;1635;;s-ak;E?;;;u?;P6,nl92;D -;
19.139;House of Yabninu;;203;1635;;s-ak;E;;;u;P6.nl 39;D 5113;
19.140A;House of Yabninu;;203;1635;;s-ak;E;;;u;P6,nl72 U4.131;D -;**
19.140B;House of Yabninu;;203;1635;;s-ak;E?;;;u?;P6,nl73;D -;
19.140C;House of Yabninu;;203;1635;;s-ak;E?;;;u?;P6,nl74;D -;
19.140D;House of Yabninu;;203;1635;;s-ak;E;;;u;4.649;D -;
19.140E;House of Yabninu;;203;1635;;s-ak;E;;;u;4.650;D -;
19.140F;House of Yabninu;;203;1635;;s-ak;E;;;u;4.651;D -;
19.140G;House of Yabninu;;203;1635;;s-ak;E;;;u;4.652;D -;
19.140H;House of Yabninu;;203;1635;;s-ak;E;;;u;4.653;D -;
19.140I;House of Yabninu;;203;1635;;s-ak;E;;;u;4.654;D -;
19.140J;House of Yabninu;;203;1635;;s-ak;?;;;;;D -;**
19.140K;House of Yabninu;;203;1635;;s-ak;Lex?;;;;;D -;
19.140L;House of Yabninu;;203;1635;;s-ak;?;;;;;D -;
19.173A;House of Yabninu;;203;1678;2.30;s-ak;E;;;u;P6,n92;D -;
19.173B;House of Yabninu;;203;1678;;s-ak;E;;;u;P6,nl03;D -;
19.173C;House of Yabninu;;203;1678;;s-ak;E?;;;u;;D -;
19.173[D]+19.173[E]+19.173[F]+19.173[G];House of Yabninu;;203;1678;;s/a-;;;;;frgs.;D -;
19.186;House of Yabninu;;203;1644, 1671;2.30;h-eg;ped;19dyn?;;e;U4.133;D 5208;
19.199;House of Yabninu;;203;1652;2.00;h-eg;scarab;;;;;D 2635;
18.114;House of Yabninu;;201;1472;1.45;s-ak;JI;;;h?;P4,108;D 4832;
12.019;Royal Palace;Western archive;WE;2;2.70 (floor);a-ug;Sch;;;u;5.5;D 3681;
12.027;Royal Palace;Western archive;WE;12;0.90;a-ug;E;;;u;4.114;D 3682;
12.046+12.062;Royal Palace;Western archive;WE;ib.|22;3.30;a-ug;E;;;u;4.115;D 3685;
12.047;Royal Palace;Western archive;WE;21;3.20;s-su-ak;RSGT;;;u;P3,2il;D 3686;
12.048;Royal Palace;Western archive;WE;19;2.90;a-ug;E;;;u;4.116;D 3687;
12.063;Royal Palace;Western archive;WE;26;2.70 (floor);a;Sch;;;u;5.6 S28,10 P2,IV Al,10 TEO l,f22;D 3561;
14.015;Royal Palace;Western archive;WE;76;0.50;s-hu;Rel;;;u;P3,332;D 3887;
12.005;Royal Palace;Western archive;WE (on pavement);2;2.10;s-ak;LeI;;;;P3,16;D 3676;
12.061;Royal Palace;Western archive;WE/1;28;1.25;a-ug;Rel;;;u;1.78;D 3689;
18.161;;;(sond.);;;;;;;;309;D 2622;
22.340;;;(Pl 6/17);;2.30;s-su-ak;Hh 21-;;;u;;D 5807;
22.236;;;(P30);2664;;;scarab;;;;;;
22.435;;;(P17/18);;0.60-0.80;s-su-ak;Svo;;;u;AS 16,34;D 5857;
22.258;;;(P16) (under tablets);2705;2.80;;scarab;;;;;;
25.133;;;(foot of the tell);;;s-su;Sal;;;u;AS16,31;D 6692;
26.155;;;(8.24W);4329;1.20;s-ak;J;;41;u;;D 6787;*
26.144+25.415+25.454C+26.137+25.004;;;(7.23W)|(3.29W)|(7.26W);3978|4330|4307|ib.;1.50|0.40;s-su-ak;Hh 16-;;;u;M10,37|MIO,38-49;D 6705|D 6744|D 6774;*
25.429;;;(6.26W);5207;0.10;s-su-ak;Hh 2;;;u;;D 6718;
26.139A;;;(6.26W);4289;0.80;s-su-ak;Eh 1;;;u;M17,10;D 6775;
26.141;;;(6.26W);4270;0.65;s-su-ak;Rel;;;u?;;D 6777;
26.142;;;(6.26W);4290;0.90;s-su;G;;;u;U5,nl70;D 6778;
26.156;;;(6.26W);4310;1.60;a-ug;E;;;u;4.746;D 6788;
26.140;;;(6.25W);4227;1.10;s-ak;J;;;u;;D 6776;*
26.147;;;(6.25W);4230;0.60;s-su-ak;Hh 2;;;u;;D 6782;*
26.160;;;(6.25W);4276;0.35;s-su-ak;RSGT;;;u;MSS75-;D 6791;
25.459+26.150;;;(6.24W)|(4.23W;5179|4305;1.00|1.60;s-su-ak;Ea;;;u;M14,143-;D 6749;
25.520B+25.521A;;;(6.24W) ;ib.|5232;0.35;s-su;Lex;;;;;D 6765;
25.522A+25.522B;;;(6.24W) ;5232;;s-su;Lu, app;;;u;;D 6766;
25.523A;;;(6.24W) ;near 3878;0.50;s-ak?;?;;;;;D -;
25.523B;;;(6.24W) ;near 3878;;;;;;;frg.;D -;
25.433;;;(6.24W);5237;0.30;s-su-ak;RSGT;;;u;MSS75-;D 6723;
26.157+25.453;;;(6.24W);5237|4286;0.30|1.30;s-su;Hh 8-;;49;u;;D 6742;
25.461;;;(6.24W);5242;0.85;s-ak;Le;;;;A14,40;D 6753;
26.145;;;(6.24W);4305;1.60;s-ak;J;;;u;;D 6780;**
26.149;;;(6.24 W);4280;1.10;s-su;Hh 8-;;;u;TEO l,f43b;D 6783;
25.437;;;(6.23W);5240;0.40;s-ak;Le;;;;;D 6727;
25.438A;;;(6.23W);5240;;s-su-ak;Lu 2;;;u;;D 6728;
25.438B;;;(6.23W);5240;;s-su;SaS, Sal;;;u;;D 6729;
25.438C;;;(6.23W);5240;;s-su;G;;;u;U5,nl72;D 6730;
26.136+26.139B;;;(6.23W);ib.|4287;0.80;s-su-ak;Izi 1;;;u;;D 6773;
26.159;;;(5.39W);4342;1.40;s-ak;Rel?;;;;;D 6790;
26.158;;;(5.37W);4348;1.35;s-ak;Le;;;;U5,nl71 731 f43 SDB 1277;D 6789;
26.143;;;(5.36W);4294;0.55;s-su-ak;Rel;;;u?;;D 6779;
25.439;;;(5.26W);5228;1.00;s-su-ak;Lex;;;;;D 6731;
25.440A;;;(5.26W);5228;;s-ak?;D (Alm);;;u;;D 6732;
26.153;;;(5.26W);4268;0.45;s-ak;Rel;;;u?;;D 6786;
25.423;;;(5.25W);5178;1.50;s-ak;J;;;u;A14,40;D 6712;**
25.424;;;(5.25W);5178;;s-ak;Lit;;;u;U5,nl66;D 6713;**
25.436;;;(5.25W);5215;0.60;s-ak;Rel;;;;;D 6726;
25.449;;;(5.25W;5133;0.30;s-ak;Le;;;;;D 6739;
25.524;;;(5.24W) ;5209;0.50?;s-ak?;?;;;;;D 6767;
25.431A;;;(5.24W);5209;0.50;s-ak;Lit;;;u;;D 6720;
25.431B;;;(5.24W);5209;;s-su-[ak?];Lex;;;;;D 6721;
25.432;;;(5.24W);5209;0.30;s-ak;Rel;;;;;D 6722;
25.515;;;(5.24W);5209;0.60;s-ak;E;;;u;;D 6760;
25.425;;;(5.24 W];5208;0.30 .;s-su-ak;Eh;;;u;M17.44;D 6714;
25.440+25.420+25.445+25.456+25.459C+25.447;House of the Hurrian Priest;;(5.23W|(6.24W|PH7|(4.24 W)|(4.25W);5183|ib.|5134|5160|5233;0.30|1.40|1.10|0.45;s-ak;M (Lam);;;u;U6,394-|U6.401;D 6747|D 6751;*
25.525A;;;(5.23W) ;5188;1.10;s-ak?;?;;;;;D -;
25.525D;;;(5.23W) ;5188;;s-ak;?;;;;;D -;
25.525E+25.525F+25.525G+25.525H+25.525I+25.525[J];;;(5.23W) ;5188;;;;;;;frgs.;D -;
25.526A;;;(5.23W) ;5164;0.75;s-ak;Lit (fable);;;u;;D 6768;**
25.526B;;;(5.23W) ;5164;;s-ak;?;;;;;D 6769;
25.526C;;;(5.23W) ;5164;;s-su-[ak];RSGT;;;u;MSS 75-;D -;
25.526D;;;(5.23W) ;5164;;s-[su]-ak;RSGT;;;u;MSS 75-;D 6771;
25.129+25.456B;;;(5.23W);ib.|5148;0.70;s-su-ak;M;;;u;CRAI’63,;D 6688;
25.130;;;(5.23W);5148;0.55;s-ak;Lit;;;u;U5,nl64;D 6689;
25.131;;;(5.23W);5137;0.50;s-ak;Le;;;u;CRAI’63,133;D 6690;
25.427;;;(5.23W);5188;1.10;s-ak;M?;;;u;;D 6716;**
25.454A+25.454B+25.454E;;;(5.23W);5164|ib.;0.75;s-su-ak;Izi 1;;;u;M13.126!;D 6743;
25.454D;;;(5.23W);5164;;s-ak;?;;;;;D -;
25.454G+25.454H+25.454I;;;(5.23W);5164;;;;;;;frgs.;D -;
25.460;;;(5.23W);5188;1.20;s-ak;Lit;;;u;U5,nl62;D 6752;
25.511A;;;(5.23W);5202;0.10;s-ak;M?;;;;;D 6755;
25.511B;;;(5.23W);5202;;s-su;Mea;;;u;U5,nl73;D 6756;
26.151;;;(4.40W);4232;1.10;s-su;Lex;;;;;D 6784;
26.162;;;(4.39W);4226;1.10;;tag (seal);;;;;D 6792;
26.051;;;(4.32W);4237;1.70;h-eg;scarab;18dyn;;;;D 2992;
25.426;;;(4.28W);5170;1.20;s-ak;;;;;;D 6715;
25.514C+25.514[D];;;(4.27W)|1;5244;;;;;;;frgs.;;
25.513;;;(4.27W);5244;0.60;s-ak;M (Lam);;;u;U6,403;D 6758;
25.514B;;;(4.27W);5244;;s-ak;E;;;u;;D 6759;
25.136;;;(4.26W);5088;0.75;s-ak;E;;;u;;D 6695;
25.430;;;(4.26W);5156;0.60;s-ak;LeI;;;sd;CRAI’63,133;D 6719;
26.152;;;(4.26W);4377;0.70;s-ak;M?;;;u;;D 6785;
25.418;;;(4.25W);3975;0.40;s-ak;M;;;u;CRAI’63,135;D 6708;**
25.419;;;(4.25W);5160;1.00;s-su;Hh 20-;;;u;Mil,169;D 6709;
25.422;;;(4.25W);5166;0.80;s-ak;M;;;u;;D 6711;
